gene	module
TRERF1	darkred
TREX1	turquoise
TRIAP1	blue
TRIB1	greenyellow
TRIB2	grey
TRIB3	pink
TRIL	turquoise
TRIM11	greenyellow
TRIM13	grey
TRIM14	greenyellow
TRIM15	brown
TRIM16L	grey
TRIM2	grey
TRIM21	grey
TRIM22	grey
TRIM23	blue
TRIM24	grey
TRIM25	greenyellow
TRIM26	greenyellow
TRIM27	grey
TRIM28	greenyellow
TRIM29	grey
TRIM31	grey
TRIM33	grey
TRIM35	grey
TRIM36	grey
TRIM37	grey
TRIM38	grey
TRIM4	greenyellow
TRIM41	grey
TRIM44	salmon
TRIM45	grey
TRIM47	pink
TRIM5	lightcyan
TRIM52	grey
TRIM54	turquoise
TRIM55	red
TRIM56	grey
TRIM59	grey
TRIM61	grey
TRIM62	grey
TRIM65	grey
TRIM66	grey
TRIM68	greenyellow
TRIM7	brown
TRIM73	turquoise
TRIM8	greenyellow
TRIO	pink
TRIOBP	yellow
TRIP10	lightcyan
TRIP11	grey
TRIP12	grey
TRIP13	red
TRIP4	blue
TRIP6	grey
TRIT1	black
TRMT1	grey
TRMT11	blue
TRMT112	grey
TRMT12	black
TRMT1L	green
TRMT2A	turquoise
TRMT2B	darkred
TRMT5	black
TRMT6	black
TRMT61A	grey
TRMT61B	grey
TRMU	grey
TRNAU1AP	grey
TRNP1	brown
TRNT1	blue
TROVE2	grey
TRPC4AP	yellow
TRPC6	grey
TRPM4	brown
TRPM6	grey
TRPM7	blue
TRPT1	grey
TRPV3	grey
TRPV4	grey
TRPV6	brown
TRUB1	blue
TRUB2	grey
TSC1	grey
TSC2	greenyellow
TSC22D1	cyan
TSC22D2	grey
TSC22D3	grey
TSC22D4	greenyellow
TSEN15	lightgreen
TSEN2	black
TSEN34	grey
TSEN54	grey
TSFM	grey
TSG101	grey
TSGA10	green
TSHZ1	grey
TSHZ2	grey
TSHZ3	yellow
TSLP	black
TSN	grey
TSNARE1	grey
TSNAX	blue
TSNAXIP1	red
TSPAN1	grey
TSPAN10	grey
TSPAN12	grey
TSPAN13	lightcyan
TSPAN14	yellow
TSPAN15	brown
TSPAN17	grey60
TSPAN19	green
TSPAN2	grey
TSPAN3	brown
TSPAN31	grey
TSPAN33	grey
TSPAN4	turquoise
TSPAN5	turquoise
TSPAN6	black
TSPAN7	grey
TSPAN8	royalblue
TSPAN9	yellow
TSPO	turquoise
TSPY26P	turquoise
TSPYL1	greenyellow
TSPYL2	grey
TSPYL4	red
TSPYL5	turquoise
TSPYL6	turquoise
TSR1	grey
TSR2	grey
TSSC1	grey
TSSC4	turquoise
TSSK1B	turquoise
TSSK6	turquoise
TST	grey
TSTA3	grey
TSTD2	grey
TTBK1	turquoise
TTBK2	red
TTC1	blue
TTC12	green
TTC13	turquoise
TTC14	blue
TTC16	red
TTC17	grey
TTC18	green
TTC19	grey
TTC21A	red
TTC21B	green
TTC22	grey
TTC23	grey
TTC23L	green
TTC25	red
TTC26	red
TTC27	grey
TTC28	grey
TTC29	green
TTC3	grey
TTC30A	green
TTC30B	green
TTC31	cyan
TTC32	blue
TTC33	blue
TTC34	grey
EMC2	blue
TTC37	blue
TTC38	grey
TTC39A	salmon
TTC39B	grey
TTC39C	black
TTC3P1	turquoise
TTC4	grey
TTC40	red
TTC5	green
TTC7A	greenyellow
TTC7B	grey
TTC8	black
TTC9	brown
TTC9C	grey
TTF1	grey
TTF2	grey
TTI1	grey
TTI2	grey
TTK	green
TTL	grey
TTLL1	darkred
TTLL10	red
TTLL11	darkred
TTLL12	greenyellow
TTLL13	green
TTLL3	grey
TTLL4	darkred
TTLL5	green
TTLL6	red
TTLL7	green
TTLL9	turquoise
TTPA	brown
TTPAL	greenyellow
TTTY15	grey
TTYH2	yellow
TTYH3	yellow
TUB	red
TUBA1A	green
TUBA1B	grey
TUBA1C	lightcyan
TUBA4A	pink
TUBA4B	red
TUBA8	grey
TUBAL3	grey
TUBB	pink
TUBB2A	yellow
TUBB2B	grey
TUBB3	pink
TUBB4A	turquoise
TUBB4B	red
TUBB6	pink
TUBBP5	darkred
TUBD1	grey
TUBE1	black
TUBG1	greenyellow
TUBG2	grey
TUBGCP2	darkred
TUBGCP3	grey
TUBGCP4	grey
TUBGCP5	black
TUBGCP6	grey
TUFM	salmon
TUFT1	lightcyan
TULP3	darkred
TULP4	greenyellow
TUSC1	grey
TUSC2	black
TUSC3	green
TUT1	darkred
TWF1	blue
TWIST1	grey
TWISTNB	blue
TWSG1	grey
TXK	grey
TXLNA	greenyellow
TXLNB	red
TXLNG	grey
TXN	blue
TXN2	grey
TXNDC11	grey60
TXNDC12	blue
TXNDC15	grey
TXNDC16	grey
TXNDC17	grey
TXNDC5	yellow
TXNDC9	blue
TXNIP	royalblue
TXNL1	lightgreen
TXNL4A	grey
TXNRD1	red
TXNRD2	grey
TYK2	grey
TYMP	grey
TYMS	grey
TYRO3	yellow
TYRO3P	turquoise
TYSND1	grey
TYW1	grey
TYW1B	grey
TYW3	black
TYW5	blue
U2AF1	grey
U2AF1L4	grey
U2AF2	grey
U2SURP	black
UACA	black
UAP1	royalblue
UAP1L1	grey
UBA1	greenyellow
UBA2	blue
UBA3	blue
UBA5	grey
UBA52	blue
UBA6	lightgreen
UBA7	grey
UBAC1	red
UBAC2	grey
UBAP1	yellow
UBAP2	greenyellow
UBAP2L	greenyellow
UBASH3A	grey
UBASH3B	yellow
UBB	grey
UBD	grey
UBE2A	grey
UBE2B	grey
UBE2C	grey
UBE3D	green
UBE2D1	grey
UBE2D2	blue
UBE2D3	grey
UBE2D4	grey
UBE2DNL	turquoise
UBE2E1	blue
UBE2E2	grey
UBE2E3	grey
UBE2F	grey
UBE2G1	grey
UBE2G2	grey
UBE2H	grey
UBE2I	grey
UBE2J1	royalblue
UBE2J2	greenyellow
UBE2K	grey
UBE2L3	grey
UBE2L6	grey
UBE2M	grey
UBE2N	blue
UBE2NL	turquoise
UBE2O	greenyellow
UBE2Q1	grey
UBE2Q2	yellow
UBE2Q2P1	grey
UBE2R2	grey
UBE2S	grey
UBE2T	black
UBE2V2	blue
UBE2W	blue
UBE2Z	lightcyan
UBE3A	blue
UBE3B	greenyellow
UBE3C	yellow
UBE4A	grey
UBE4B	greenyellow
UBFD1	grey
UBIAD1	grey
UBL3	grey
UBL4A	yellow
UBL4B	turquoise
UBL5	blue
UBL7	salmon
UBLCP1	grey
UBN1	grey
UBN2	grey
UBOX5	grey
UBP1	grey
UBQLN1	grey
UBQLN2	cyan
UBQLN4	grey
UBQLNL	turquoise
UBR1	grey
UBR2	grey
UBR3	grey
UBR4	cyan
UBR5	grey
UBR7	cyan
UBTD1	grey
UBTD2	grey
UBTF	grey
UBTFL1	turquoise
UBXN1	grey
UBXN10	green
UBXN11	red
UBXN2A	grey
UBXN2B	turquoise
UBXN4	blue
UBXN6	grey
UBXN7	darkred
UBXN8	grey
UCA1	brown
UCHL1	grey
UCHL3	blue
UCHL5	grey
UCK1	grey
UCK2	pink
UCKL1	yellow
UCN3	green
UCP2	darkred
UCP3	grey
UEVLD	grey
UFC1	green
UFD1L	grey
UFL1	blue
UFM1	grey
UFSP1	turquoise
UFSP2	grey
UG0898H09	turquoise
UGCG	grey
UGDH	grey
UGGT1	grey
UGGT2	grey
UGP2	blue
UGT2B4	black
UGT2B7	grey
UGT8	grey
UHMK1	greenyellow
UHRF1	turquoise
UHRF1BP1	grey60
UHRF1BP1L	grey
UHRF2	grey
UIMC1	grey
ULBP1	pink
ULBP2	pink
ULBP3	pink
ULK1	greenyellow
ULK2	grey
ULK3	turquoise
ULK4	green
UMODL1	grey
UMPS	blue
UNC119	grey
UNC119B	red
UNC13B	greenyellow
UNC13D	pink
UNC45A	yellow
UNC50	blue
UNC5A	turquoise
UNC5B	grey
UNC5CL	grey
UNC79	red
UNC93B1	darkred
UNG	grey
UNK	salmon
UNKL	salmon
UPF1	grey
UPF2	grey
UPF3A	grey
UPF3B	grey
UPK1B	grey
UPK2	grey
UPK3B	turquoise
UPP1	grey
UPRT	grey
UQCC	grey
UQCR10	grey
UQCR11	blue
UQCRBP1	turquoise
UQCRC1	grey
UQCRC2	blue
UQCRFS1	grey
UQCRH	blue
UQCRHL	grey
UQCRQ	blue
URB1	grey
URB2	grey
URGCP	cyan
URI1	grey
URM1	grey
UROD	blue
UROS	brown
USE1	turquoise
USF1	grey
USF2	grey
USH1G	grey
USHBP1	turquoise
USMG5	blue
USO1	grey
USP1	grey
USP10	darkred
USP11	salmon
USP12	grey
USP13	red
USP14	pink
USP16	blue
USP17L2	turquoise
USP18	grey
USP19	darkred
USP2	red
USP20	grey
USP21	darkred
USP22	cyan
USP24	grey
USP25	grey
USP26	turquoise
USP27X	turquoise
USP28	turquoise
USP3	grey
USP30	cyan
USP31	grey
USP32	cyan
USP32P1	grey
USP33	grey
USP34	grey
USP35	grey
USP36	cyan
USP37	grey
USP38	yellow
USP39	grey
USP4	grey
USP40	grey
USP42	grey
USP43	grey
USP44	grey
USP45	black
USP46	grey
USP47	grey
USP48	brown
USP49	grey
USP5	grey
USP51	red
USP53	grey
USP54	brown
USP6	turquoise
USP6NL	cyan
USP7	grey
USP8	grey
USP9X	grey
USP9Y	grey
USPL1	grey
UST	grey
UTP11L	grey
UTP14A	grey
UTP15	grey
UTP18	black
UTP20	greenyellow
UTP23	grey
UTP3	grey
UTP6	blue
UTRN	darkred
UTS2R	turquoise
UVRAG	cyan
UXT	grey
VAC14	yellow
VAMP2	greenyellow
VAMP3	grey
VAMP4	grey
VAMP5	turquoise
VAMP7	black
VAMP8	royalblue
VANGL1	grey
VANGL2	yellow
VAPA	black
VAPB	grey
VARS	grey
VARS2	grey
VASH1	grey
VASN	grey
VASP	grey
VAT1	lightcyan
VAV1	grey
VAV2	yellow
VBP1	blue
VCAM1	grey
VCAN	grey
VCP	grey60
VCPIP1	grey
VDAC1	yellow
VDAC2	grey60
VDAC3	black
VDR	greenyellow
VEGFA	grey
VEGFB	grey
VEGFC	pink
VENTXP1	turquoise
VEPH1	grey
VEZF1	salmon
VEZT	grey
VGLL1	yellow
VGLL3	pink
VGLL4	salmon
VHL	greenyellow
VIL1	turquoise
VILL	grey
VIM	grey
VIPR1	grey
VKORC1	grey
VKORC1L1	yellow
VLDLR	brown
VMA21	darkred
VMAC	grey
VMO1	grey
VMP1	blue
VN1R1	turquoise
VN1R2	turquoise
VN1R4	turquoise
VN1R5	turquoise
VNN1	grey
VNN2	black
VOPP1	yellow
VPRBP	grey
VPREB1	turquoise
VPS11	greenyellow
VPS13A	black
VPS13B	darkred
VPS13C	grey
VPS13D	yellow
VPS16	grey
VPS18	grey
VPS25	grey
VPS26A	grey
VPS26B	grey
VPS28	salmon
VPS29	blue
VPS33A	cyan
VPS33B	grey
VPS35	black
VPS36	blue
VPS37A	lightgreen
VPS37B	grey60
VPS37C	grey
VPS37D	grey
VPS39	greenyellow
VPS41	blue
VPS45	blue
VPS4A	grey60
VPS4B	grey60
VPS52	grey
VPS53	grey
VPS54	grey
VPS72	blue
VPS8	grey
VRK1	black
VRK2	blue
VRK3	darkred
VSIG1	brown
VSIG10	grey
VSIG10L	brown
VSIG2	brown
VSIG8	green
VSNL1	grey
VSTM2L	red
VSTM5	grey
VTA1	blue
VTCN1	grey
VTI1A	grey
VTI1B	grey
VTN	turquoise
VWA1	brown
VWA2	grey
VWA3A	green
VWA3B	red
VWA5A	grey
VWA7	red
VWCE	grey
VWDE	grey
VWF	brown
WAC	grey
WAPAL	grey
WARS	greenyellow
WARS2	darkred
WAS	grey
WASF1	grey
WASF2	cyan
WASF3	grey
WASH1	turquoise
WASH5P	turquoise
WASL	grey60
WBP1	black
WBP11	lightyellow
WBP11P1	turquoise
WBP2	greenyellow
WBP2NL	grey
WBP4	blue
WBP5	blue
WBSCR16	yellow
WBSCR22	grey
WBSCR27	grey
WBSCR28	grey
WDFY1	grey
WDFY2	grey
WDFY3	grey
WDHD1	black
WDPCP	green
WDR1	lightcyan
WDR11	grey
WDR12	black
WDR13	red
WDR16	red
WDR17	green
WDR18	grey
WDR19	green
WDR20	greenyellow
WDR24	greenyellow
WDR25	grey
WDR26	grey
WDR27	green
WDR3	grey
WDR31	red
WDR33	grey
WDR34	red
WDR35	green
WDR36	grey
WDR37	grey
WDR38	red
WDR4	grey
WDR41	blue
WDR43	grey
WDR44	grey
WDR45	grey
WDR45L	grey
WDR46	grey
WDR47	black
WDR48	grey
WDR49	green
WDR5	grey
WDR52	green
WDR53	grey
WDR54	red
WDR55	grey
WDR59	grey
WDR5B	green
WDR6	yellow
WDR60	grey
WDR61	grey
WDR62	darkred
WDR63	green
WDR66	red
WDR67	black
WDR69	green
WDR7	darkred
WDR70	grey
WDR73	red
WDR74	grey
WDR75	blue
WDR76	grey
WDR77	darkred
WDR78	green
WDR81	grey
WDR82	greenyellow
WDR83	grey
WDR83OS	brown
WDR85	grey
WDR86	grey
WDR89	grey
WDR90	red
WDR91	grey
WDR92	green
WDR93	green
WDR96	red
WDSUB1	grey
WDTC1	lightyellow
WDYHV1	lightgreen
WEE1	black
WFDC2	yellow
WFDC3	grey
WFDC5	turquoise
WFIKKN1	grey
WFS1	lightyellow
WHAMM	greenyellow
WHAMMP2	grey
WHSC1	grey
WHSC1L1	lightyellow
WHSC2	grey
WIBG	grey
WIPF1	grey
WIPF2	greenyellow
WIPI1	turquoise
WIPI2	greenyellow
WIZ	greenyellow
WLS	darkred
WNK1	grey
WNK2	salmon
WNK3	grey
WNT10A	grey
WNT16	red
WNT2B	grey
WNT3	brown
WNT3A	grey
WNT4	grey
WNT5A	grey
WNT5B	grey
WNT6	grey
WNT7A	pink
WNT7B	greenyellow
WNT9A	darkred
WRAP53	red
WRAP73	grey
WRB	black
WRN	black
WRNIP1	grey
WSB1	grey
WSB2	pink
WTAP	grey
WTH3DI	turquoise
WTIP	grey
WWC1	yellow
WWC2	yellow
WWC3	yellow
WWOX	grey
WWP1	grey
WWP2	greenyellow
WWTR1	yellow
XAB2	grey
XAF1	lightgreen
XBP1	grey
XDH	lightcyan
XIAP	grey
XIST	grey
XKR6	grey
XKR8	grey
XKR9	grey
XKRX	grey
XPA	grey
XPC	greenyellow
XPNPEP1	grey
XPNPEP3	darkred
XPO1	grey
XPO4	grey
XPO5	yellow
XPO6	greenyellow
XPO7	cyan
XPOT	grey
XPR1	grey
XRCC1	darkred
XRCC2	black
XRCC3	grey
XRCC4	blue
XRCC5	blue
XRCC6	cyan
XRCC6BP1	blue
XRN1	grey
XRN2	grey
XRRA1	green
XXYLT1	grey
XYLB	grey
XYLT1	grey
XYLT2	yellow
YAE1D1	blue
YAF2	grey
YAP1	cyan
YARS	grey
YARS2	grey
YBEY	grey
YBX1	grey
YBX2	turquoise
YDJC	grey
YEATS2	grey
YEATS4	black
YES1	grey
YIF1A	brown
YIF1B	black
YIPF1	royalblue
YIPF2	grey
YIPF3	greenyellow
YIPF4	grey
YIPF5	grey
YIPF6	blue
YKT6	yellow
YLPM1	salmon
YME1L1	grey
YOD1	grey
YPEL1	green
YPEL2	grey
YPEL3	grey
YPEL4	grey
YPEL5	blue
YRDC	grey
MAP3K19	green
YTHDC1	grey
YTHDC2	grey
YTHDF1	yellow
YTHDF2	grey
YTHDF3	greenyellow
YWHAB	yellow
YWHAE	grey
YWHAG	yellow
YWHAH	grey
YWHAQ	grey
YWHAZ	grey
YY1	greenyellow
YY2	turquoise
ZADH2	grey
ZAK	grey
ZBBX	green
ZBED1	grey
ZBED2	brown
ZBED3	grey
ZBED4	grey
ZBED5	grey
ZBED6	grey
ZBTB1	grey
ZBTB10	grey
ZBTB11	grey
ZBTB16	darkred
ZBTB17	brown
ZBTB2	grey
ZBTB20	grey
ZBTB24	grey
ZBTB25	grey
ZBTB33	grey
ZBTB37	grey
ZBTB38	grey60
ZBTB4	grey
ZBTB40	grey
ZBTB41	blue
ZBTB43	grey
ZBTB44	grey
ZBTB45	greenyellow
ZBTB46	yellow
ZBTB48	grey
ZBTB49	grey
ZBTB5	grey
ZBTB6	blue
ZBTB7A	greenyellow
ZBTB7C	grey
ZBTB8A	grey
ZBTB8OS	grey
ZBTB9	salmon
ZC3H10	grey
ZC3H11A	grey
ZC3H12A	yellow
ZC3H12C	pink
ZC3H13	cyan
ZC3H14	grey
ZC3H15	blue
ZC3H18	greenyellow
ZC3H3	grey
ZC3H4	greenyellow
ZC3H6	green
ZC3H7A	grey
ZC3H7B	yellow
ZC3H8	grey
ZC3HAV1	greenyellow
ZC3HAV1L	salmon
ZC3HC1	grey
ZC4H2	grey
ZCCHC10	blue
ZCCHC11	darkred
ZCCHC13	turquoise
ZCCHC14	grey
ZCCHC16	turquoise
ZCCHC17	blue
ZCCHC2	grey
ZCCHC24	grey
ZCCHC3	grey
ZCCHC4	blue
ZCCHC6	grey
ZCCHC7	blue
ZCCHC8	grey
ZCCHC9	grey
ZCRB1	blue
ZCWPW1	green
ZCWPW2	blue
ZDBF2	grey
ZDHHC1	darkred
ZDHHC11	grey
ZDHHC12	greenyellow
ZDHHC13	blue
ZDHHC14	pink
ZDHHC16	grey
ZDHHC17	grey
ZDHHC18	lightcyan
ZDHHC2	grey
ZDHHC20	blue
ZDHHC21	grey
ZDHHC23	red
ZDHHC24	grey
ZDHHC3	greenyellow
ZDHHC4	blue
ZDHHC5	greenyellow
ZDHHC6	grey
ZDHHC7	greenyellow
ZDHHC8	grey
ZDHHC9	yellow
ZEB1	grey
ZER1	greenyellow
ZFAND1	blue
ZFAND2A	grey
ZFAND2B	grey
ZFAND3	grey
ZFAND4	red
ZFAND5	grey
ZFAND6	grey
ZFAT	grey
ZFC3H1	grey
ZFHX2	grey
ZFHX3	greenyellow
ZFP1	grey
ZFP106	lightyellow
ZFP112	grey
ZFP14	black
ZFP161	grey
ZFP2	grey
ZFP28	grey
ZFP3	red
ZFP30	grey
ZFP36	grey
ZFP36L2	grey
ZFP37	grey
ZFP57	grey
ZFP62	grey
ZFP64	greenyellow
ZFP90	grey
ZFP91	cyan
ZFPL1	grey
ZFPM1	turquoise
ZFR	grey
ZFX	grey
ZFY	grey
ZFYVE1	greenyellow
ZFYVE16	black
ZFYVE19	grey
ZFYVE20	grey
ZFYVE21	brown
ZFYVE26	greenyellow
ZFYVE27	grey
ZFYVE28	grey
ZFYVE9	grey
ZG16	turquoise
ZG16B	grey
ZGLP1	turquoise
ZGPAT	greenyellow
ZHX1	grey
ZHX2	greenyellow
ZIK1	grey
ZKSCAN1	grey
ZKSCAN2	salmon
ZKSCAN3	grey
ZKSCAN4	grey
ZKSCAN5	grey
ZMAT2	blue
ZMAT3	pink
ZMAT4	brown
ZMAT5	black
ZMIZ1	grey
ZMIZ2	grey
ZMPSTE24	blue
ZMYM1	blue
ZMYM2	grey
ZMYM3	grey
ZMYM4	darkred
ZMYM5	grey
ZMYM6	grey
ZMYM6NB	blue
ZMYND10	red
ZMYND11	grey
ZMYND12	red
ZMYND15	turquoise
MSS51	turquoise
ZMYND19	grey
ZMYND8	grey
ZNF10	grey
ZNF100	grey
ZNF101	blue
ZNF107	turquoise
ZNF117	grey
ZNF12	grey
ZNF121	grey
ZNF124	grey
ZNF131	blue
ZNF132	grey
ZNF133	grey
ZNF134	grey
ZNF135	grey
ZNF136	grey
ZNF138	blue
ZNF14	grey
ZNF140	blue
ZNF141	blue
ZNF142	greenyellow
ZNF143	grey
ZNF146	grey
ZNF148	grey
ZNF154	turquoise
ZNF155	grey
ZNF157	grey
ZNF16	brown
ZNF160	grey
ZNF165	black
ZNF167	grey
ZNF169	darkgreen
ZNF17	grey
ZNF174	lightyellow
ZNF175	grey
ZNF177	green
ZNF18	grey
ZNF180	black
ZNF182	grey
ZNF184	blue
ZNF185	grey60
ZNF187	black
ZNF189	grey
ZNF19	green
ZNF192	lightyellow
ZNF193	grey
ZNF195	grey
ZNF197	grey
ZNF2	grey
ZNF20	black
ZNF200	grey
ZNF202	grey
ZNF204P	black
ZNF205	grey
ZNF207	grey
ZNF211	black
ZNF212	grey
ZNF213	greenyellow
ZNF214	green
ZNF215	grey
ZNF217	yellow
ZNF219	grey
ZNF22	grey
ZNF221	grey
ZNF222	grey
ZNF223	grey
ZNF224	grey
ZNF225	grey
ZNF226	blue
ZNF227	grey
ZNF229	black
ZNF23	grey
ZNF230	blue
ZNF232	green
ZNF233	green
ZNF234	grey
ZNF235	grey
ZNF236	grey
ZNF238	grey
ZNF24	blue
ZNF248	grey
ZNF25	blue
ZNF250	grey
ZNF251	grey
ZNF252P	grey
ZNF253	grey
ZNF254	blue
ZNF256	grey
ZNF257	grey
ZNF259	turquoise
ZNF26	blue
ZNF260	grey
ZNF263	grey
ZNF264	darkred
ZNF267	blue
ZNF268	black
ZNF273	grey
ZNF274	grey
ZNF275	grey
ZNF276	grey
ZNF277	blue
ZNF28	grey
ZNF280C	grey
ZNF280D	black
ZNF281	grey
ZNF282	greenyellow
ZNF283	grey
ZNF284	grey
ZNF286A	grey
ZNF287	black
ZNF292	grey
ZNF295	darkred
ZNF296	grey
ZNF3	red
ZNF30	grey
ZNF300	black
ZNF302	blue
ZNF304	grey
ZNF311	black
ZNF317	greenyellow
ZNF318	greenyellow
ZNF319	grey
ZNF32	blue
ZNF320	grey
ZNF322	blue
ZNF323	grey
ZNF324	grey
ZNF324B	grey
ZNF326	cyan
ZNF329	grey
ZNF330	royalblue
ZNF333	grey
ZNF334	black
ZNF335	turquoise
ZNF337	grey
ZNF33A	black
ZNF33B	black
ZNF34	grey
ZNF341	grey
ZNF343	grey
ZNF345	black
ZNF346	salmon
ZNF347	grey
ZNF35	grey
ZNF350	blue
ZNF354A	grey
ZNF354B	blue
ZNF354C	grey
ZNF362	grey
ZNF367	grey
ZNF37A	turquoise
ZNF382	grey
ZNF383	grey
ZNF384	greenyellow
ZNF385A	grey
ZNF385C	grey
ZNF391	grey
ZNF394	grey
ZNF395	grey
ZNF396	green
ZNF397	grey
ZNF398	cyan
ZNF404	grey
ZNF407	grey
ZNF408	grey
ZNF41	grey
ZNF410	grey
ZNF414	grey
ZNF415	grey
ZNF416	grey
ZNF417	grey
ZNF418	grey
ZNF419	grey
ZNF420	blue
ZNF425	grey
ZNF426	grey
ZNF428	grey
ZNF429	black
ZNF43	grey
ZNF430	grey
ZNF431	grey
ZNF432	black
ZNF433	grey
ZNF434	grey
ZNF436	grey
ZNF438	grey
ZNF439	grey
ZNF44	grey
ZNF440	green
ZNF441	blue
ZNF442	turquoise
ZNF443	grey
ZNF444	grey
ZNF445	lightyellow
ZNF446	grey
ZNF449	grey
ZNF45	grey
ZNF451	blue
ZNF454	grey
ZNF460	yellow
ZNF461	grey
ZNF462	darkred
ZNF467	brown
ZNF468	grey
ZNF470	grey
ZNF471	grey
ZNF473	grey
ZNF474	red
ZNF480	blue
ZNF483	grey
ZNF484	blue
ZNF485	turquoise
ZNF486	grey
ZNF487P	green
ZNF488	grey
ZNF490	grey
ZNF491	black
ZNF493	grey
ZNF496	cyan
ZNF498	grey
ZNF500	grey
ZNF501	black
ZNF502	grey
ZNF503	yellow
ZNF506	grey
ZNF507	grey
ZNF510	black
ZNF511	black
ZNF512	grey
ZNF512B	cyan
ZNF513	grey
ZNF514	grey
ZNF516	salmon
ZNF517	grey
ZNF518A	black
ZNF518B	grey
ZNF519	grey
ZNF524	turquoise
ZNF526	grey
ZNF527	grey
ZNF528	grey
ZNF529	grey
ZNF530	grey
ZNF532	grey60
ZNF540	green
ZNF543	cyan
ZNF544	black
ZNF546	black
ZNF547	grey
ZNF548	grey
ZNF549	grey
ZNF550	grey
ZNF551	grey
ZNF552	grey
ZNF554	grey
ZNF556	grey
ZNF557	grey
ZNF558	blue
ZNF559	black
ZNF561	blue
ZNF562	grey
ZNF563	grey
ZNF565	grey
ZNF566	grey
ZNF567	blue
ZNF568	grey
ZNF569	black
ZNF570	grey
ZNF571	grey
ZNF572	black
ZNF573	grey
ZNF574	greenyellow
ZNF576	grey
ZNF581	grey
ZNF582	blue
ZNF583	grey
ZNF584	red
ZNF585A	grey
ZNF585B	grey
ZNF586	grey
ZNF589	grey
ZNF592	greenyellow
ZNF593	grey
ZNF594	grey
ZNF596	grey
ZNF597	grey
ZNF598	brown
ZNF599	green
ZNF600	blue
ZNF606	grey
ZNF607	black
ZNF608	grey
ZNF609	greenyellow
ZNF613	grey
ZNF614	grey
ZNF615	blue
ZNF616	grey
ZNF618	grey
ZNF620	grey
ZNF621	grey
ZNF622	grey
ZNF623	grey
ZNF624	blue
ZNF625	grey
ZNF626	grey
ZNF627	grey
ZNF629	greenyellow
ZNF638	blue
ZNF639	grey
ZNF641	grey
ZNF642	grey
ZNF643	grey
ZNF644	blue
ZNF645	turquoise
ZNF646	grey
ZNF648	grey
ZNF649	grey
ZNF652	grey
ZNF653	grey
ZNF654	grey
ZNF655	grey
ZNF660	grey
ZNF662	grey
ZNF664	grey
ZNF665	grey
ZNF667	grey
ZNF668	turquoise
ZNF669	blue
ZNF670	blue
ZNF671	grey
ZNF672	grey
ZNF673	blue
ZNF674	blue
ZNF675	grey
ZNF677	grey
ZNF678	grey
ZNF680	blue
ZNF681	grey
ZNF682	grey
ZNF684	blue
ZNF687	greenyellow
ZNF688	green
ZNF689	grey
ZNF69	grey
ZNF692	grey
ZNF695	grey
ZNF696	turquoise
ZNF697	yellow
ZNF7	grey
ZNF70	lightyellow
ZNF700	grey
ZNF702P	grey
ZNF703	grey
ZNF704	grey
ZNF706	grey
ZNF707	grey
ZNF709	grey
ZNF71	grey
ZNF710	yellow
ZNF711	black
ZNF713	grey
ZNF714	blue
ZNF717	grey
ZNF718	grey
ZNF727	grey
ZNF732	grey
ZNF736	grey
ZNF737	blue
ZNF74	grey
ZNF740	grey
ZNF746	grey
ZNF747	grey
ZNF749	grey
ZNF750	grey
ZNF75A	black
ZNF75D	grey
ZNF76	grey
ZNF761	grey
ZNF764	darkred
ZNF765	grey
ZNF766	grey
ZNF768	lightyellow
ZNF77	grey
ZNF772	grey
ZNF774	turquoise
ZNF775	grey
ZNF777	grey
ZNF778	turquoise
ZNF780A	grey
ZNF780B	grey
ZNF782	turquoise
ZNF783	turquoise
ZNF784	turquoise
ZNF785	grey
ZNF786	yellow
ZNF787	turquoise
ZNF789	turquoise
ZNF79	brown
ZNF790	grey
ZNF791	grey
ZNF792	grey
ZNF793	grey
ZNF8	grey
ZNF80	turquoise
ZNF800	grey
ZNF805	grey
ZNF808	grey
ZNF81	grey
ZNF812	grey
ZNF813	grey
ZNF814	grey
ZNF816	blue
ZNF821	grey
ZNF823	blue
ZNF827	grey
ZNF829	grey
ZNF83	blue
ZNF830	grey
ZNF833P	black
ZNF836	grey
ZNF837	grey
ZNF839	grey
ZNF84	grey
ZNF841	grey
ZNF844	grey
ZNF845	turquoise
ZNF846	grey
ZNF85	black
ZNF850	grey
ZNF853	grey
ZNF860	grey
ZNF862	grey
ZNF879	grey
ZNF880	grey
ZNF883	grey
ZNF90	grey
ZNF91	grey
ZNF92	blue
ZNF93	grey
ZNFX1	greenyellow
ZNHIT1	grey
ZNHIT2	red
ZNHIT3	blue
ZNHIT6	grey
ZNRD1	blue
ZNRF1	greenyellow
ZNRF2	blue
ZNRF2P1	turquoise
ZNRF3	grey
ZNRF4	turquoise
ZP3	grey
ZPLD1	grey
ZRANB1	grey
ZRANB2	grey
ZRANB3	black
ZRSR2	grey
ZSCAN12	grey
ZSCAN12P1	grey
ZSCAN16	blue
ZSCAN18	red
ZSCAN2	grey
ZSCAN20	grey
ZSCAN21	grey
ZSCAN22	grey
ZSCAN23	black
ZSCAN29	greenyellow
ZSCAN30	grey
ZSCAN4	grey
ZSCAN5A	red
ZSWIM1	grey
ZSWIM3	grey
ZSWIM4	grey
ZSWIM5	grey
ZSWIM6	grey
ZSWIM7	black
ZUFSP	blue
ZW10	grey
